id_pelanggan;usia;status_pekerjaan;lama_bekerja_tahun;pendapatan_tahunan;skor_kredit;lama_riwayat_kredit_tahun;aset_tabungan;hutang_saat_ini;gagal_bayar_tercatat;tunggakan_2thn_terakhir;catatan_negatif;tipe_produk;tujuan_pinjaman;jumlah_pinjaman;suku_bunga;rasio_hutang_terhadap_pendapatan;rasio_pinjaman_terhadap_pendapatan;rasio_pembayaran_terhadap_pendapatan;status_pinjaman
CUST112277;38.0;Bekerja;12.0;35377;610;10.1;1207;9517;0;0;0;Kartu Kredit;Medis;17000;19.14;0.269;0.481;0.16;1
CUST112278;38.0;Wiraswasta;6.2;19416;700;15.7;706;2857;0;0;0;Pinjaman Pribadi;Pendidikan;21500;11.25;0.147;1.107;0.369;1
CUST112279;20.0;Wiraswasta;1.0;46671;672;0.1;40;28120;0;0;0;Kartu Kredit;Pendidikan;24900;18.51;0.603;0.534;0.178;0
CUST112280;59.0;Bekerja;11.7;109106;674;24.1;47183;65557;0;1;0;Kredit Berjalan;Konsolidasi Hutang;45900;9.49;0.601;0.421;0.14;0
CUST112281;29.0;Bekerja;8.1;28214;708;8.8;115;2863;0;0;0;Kredit Berjalan;Pribadi;19000;7.63;0.101;0.673;0.224;1
CUST112282;42.0;Bekerja;7.9;47142;596;11.1;1238;3915;0;3;0;Kartu Kredit;Medis;8200;21.46;0.083;0.174;0.058;0
CUST112283;44.0;Wiraswasta;16.0;51622;684;14.5;562;4317;0;0;0;Kredit Berjalan;Renovasi Rumah;23800;10.51;0.084;0.461;0.154;1
CUST112284;33.0;Bekerja;5.8;36780;593;2.6;959;3514;0;0;1;Kartu Kredit;Renovasi Rumah;15700;22.49;0.096;0.427;0.142;0
CUST112285;42.0;Bekerja;9.8;31093;603;13.4;1259;10208;0;1;0;Kredit Berjalan;Pribadi;16000;11.19;0.328;0.515;0.172;1
CUST112286;37.0;Wiraswasta;8.6;44915;655;7.1;11591;6617;0;0;0;Kredit Berjalan;Bisnis;17100;10.88;0.147;0.381;0.127;1
CUST112287;18.0;Bekerja;0.0;20434;642;0.4;1;3345;0;0;1;Kartu Kredit;Pendidikan;8600;19.06;0.164;0.421;0.14;0
CUST112288;31.0;Bekerja;7.7;37706;732;8.7;1615;20365;0;0;0;Kartu Kredit;Renovasi Rumah;5000;15.59;0.54;0.133;0.044;1
CUST112289;27.0;Wiraswasta;4.7;250000;622;5.4;464;62199;0;0;0;Kartu Kredit;Pendidikan;9200;19.21;0.249;0.037;0.012;1
CUST112290;29.0;Mahasiswa;0.7;15000;638;6.8;427;559;0;0;0;Pinjaman Pribadi;Pendidikan;9600;13.22;0.037;0.64;0.213;1
CUST112291;19.0;Bekerja;0.7;59979;571;1.6;1985;16159;0;1;0;Kartu Kredit;Pribadi;67500;21.55;0.269;1.125;0.375;0
CUST112292;48.0;Bekerja;26.2;32210;735;28.6;14375;10923;0;0;0;Kartu Kredit;Renovasi Rumah;12600;16.64;0.339;0.391;0.13;1
CUST112293;54.0;Bekerja;3.0;43471;589;14.2;2626;12625;0;0;1;Kartu Kredit;Renovasi Rumah;59000;22.97;0.29;1.357;0.452;0
CUST112294;46.0;Bekerja;15.6;31525;693;10.0;5898;13460;0;0;0;Kredit Berjalan;Pendidikan;18600;10.6;0.427;0.59;0.197;1
CUST112295;50.0;Bekerja;3.8;38194;731;17.4;1811;2819;0;0;0;Kredit Berjalan;Medis;10600;7.61;0.074;0.278;0.093;1
CUST112296;30.0;Bekerja;9.5;69471;671;6.9;2784;10202;0;0;0;Kredit Berjalan;Konsolidasi Hutang;41900;10.16;0.147;0.603;0.201;0
CUST112297;27.0;Bekerja;3.3;34024;724;0.4;3;3846;0;1;0;Kredit Berjalan;Pendidikan;12900;9.13;0.113;0.379;0.126;1
CUST112298;25.0;Bekerja;3.6;15000;670;5.2;110;912;0;0;0;Kartu Kredit;Pendidikan;15400;18.5;0.061;1.027;0.342;1
CUST112299;42.0;Bekerja;12.8;31883;600;18.6;1996;6216;0;0;0;Pinjaman Pribadi;Pendidikan;47200;13.97;0.195;1.48;0.493;1
CUST112300;37.0;Bekerja;11.1;15000;736;0.8;77;5284;0;0;0;Kartu Kredit;Pribadi;9500;16.57;0.352;0.633;0.211;1
CUST112301;34.0;Bekerja;15.7;37817;557;15.2;7799;11887;0;1;0;Kartu Kredit;Pendidikan;28100;21.04;0.314;0.743;0.248;1
CUST112302;50.0;Bekerja;16.4;53493;742;26.2;4587;18972;0;0;0;Kartu Kredit;Pendidikan;29900;16.34;0.355;0.559;0.186;1
CUST112303;39.0;Bekerja;15.8;38706;623;18.5;16906;5458;0;0;0;Pinjaman Pribadi;Medis;32300;13.84;0.141;0.834;0.278;1
CUST112304;24.0;Bekerja;5.9;57654;542;2.7;7214;24826;0;0;1;Pinjaman Pribadi;Pribadi;55000;16.75;0.431;0.954;0.318;1
CUST112305;26.0;Bekerja;6.1;20148;674;2.4;162;8950;0;0;0;Kredit Berjalan;Pribadi;5000;10.43;0.444;0.248;0.083;1
CUST112306;43.0;Mahasiswa;1.7;30293;593;11.5;7923;5992;1;2;0;Kartu Kredit;Bisnis;3000;21.58;0.198;0.099;0.033;0
CUST112307;47.0;Bekerja;1.3;35889;680;22.5;814;15874;0;0;0;Kartu Kredit;Bisnis;15900;18.68;0.442;0.443;0.148;1
CUST112308;41.0;Bekerja;4.3;82235;697;12.1;1658;939;0;0;0;Kredit Berjalan;Medis;38200;10.83;0.011;0.465;0.155;1
CUST112309;57.0;Bekerja;26.5;28068;715;18.5;12905;8609;0;0;0;Kartu Kredit;Pendidikan;11700;16.07;0.307;0.417;0.139;1
CUST112310;54.0;Mahasiswa;1.8;15000;694;6.5;24958;10988;0;0;0;Pinjaman Pribadi;Medis;18000;11.93;0.733;1.2;0.4;0
CUST112311;40.0;Bekerja;1.4;125171;655;0.6;137;21773;0;0;0;Kredit Berjalan;Pendidikan;50000;9.89;0.174;0.399;0.133;1
CUST112312;24.0;Bekerja;4.9;23668;583;4.1;2148;3807;0;2;0;Kartu Kredit;Renovasi Rumah;21600;21.03;0.161;0.913;0.304;0
CUST112313;19.0;Bekerja;0.2;15000;614;0.9;431;3053;0;1;0;Kartu Kredit;Pendidikan;2900;19.73;0.204;0.193;0.064;1
CUST112314;30.0;Bekerja;5.3;42050;576;8.2;258;8381;0;2;0;Pinjaman Pribadi;Konsolidasi Hutang;69300;15.08;0.199;1.648;0.549;0
CUST112315;44.0;Bekerja;21.9;103494;655;25.1;4671;31112;0;0;1;Kartu Kredit;Pribadi;70000;18.98;0.301;0.676;0.225;1
CUST112316;56.0;Bekerja;6.5;76834;597;0.3;44;26660;0;2;0;Kartu Kredit;Pribadi;36100;21.28;0.347;0.47;0.157;0
CUST112317;40.0;Bekerja;14.4;53635;570;7.6;3771;6037;0;1;2;Pinjaman Pribadi;Pendidikan;40100;15.59;0.113;0.748;0.249;1
CUST112318;49.0;Wiraswasta;22.6;29420;714;16.0;12467;15940;0;0;0;Kartu Kredit;Konsolidasi Hutang;25700;16.8;0.542;0.874;0.291;1
CUST112319;32.0;Wiraswasta;6.6;107062;637;12.1;2561;4343;0;0;0;Kartu Kredit;Pendidikan;70000;19.91;0.041;0.654;0.218;1
CUST112320;42.0;Bekerja;0.7;35787;692;14.8;6809;16926;0;0;0;Kartu Kredit;Konsolidasi Hutang;10900;17.62;0.473;0.305;0.102;0
CUST112321;44.0;Bekerja;17.0;34236;678;19.9;6532;15043;0;0;0;Kartu Kredit;Bisnis;12900;18.42;0.439;0.377;0.126;1
CUST112322;18.0;Wiraswasta;1.0;33412;679;0.5;60;15555;0;0;0;Kartu Kredit;Pribadi;24200;17.28;0.466;0.724;0.241;1
CUST112323;30.0;Bekerja;2.2;29283;597;6.7;253;5690;0;1;0;Kartu Kredit;Bisnis;17700;21.11;0.194;0.604;0.201;0
CUST112324;46.0;Mahasiswa;0.8;15000;615;24.6;7597;4493;0;0;0;Pinjaman Pribadi;Pribadi;6900;13.7;0.3;0.46;0.153;1
CUST112325;38.0;Mahasiswa;1.5;15000;549;10.2;272;5527;0;0;1;Kartu Kredit;Pendidikan;1500;22.67;0.368;0.1;0.033;1
CUST112326;20.0;Bekerja;0.2;24094;640;1.1;35;4702;0;0;0;Pinjaman Pribadi;Renovasi Rumah;24300;13.05;0.195;1.009;0.336;0
CUST112327;18.0;Bekerja;0.0;45704;551;0.8;13;27141;0;2;0;Kartu Kredit;Pendidikan;52400;22.43;0.594;1.147;0.382;0
CUST112328;30.0;Bekerja;10.7;15647;642;4.4;10;9726;0;1;1;Kredit Berjalan;Bisnis;9300;12.41;0.622;0.594;0.198;0
CUST112329;34.0;Bekerja;7.7;40969;726;8.4;2432;8751;0;0;0;Kredit Berjalan;Konsolidasi Hutang;20000;8.05;0.214;0.488;0.163;1
CUST112330;24.0;Wiraswasta;1.3;91931;600;4.7;940;45148;0;0;0;Kredit Berjalan;Pendidikan;31900;12.85;0.491;0.347;0.116;0
CUST112331;36.0;Bekerja;5.0;29137;589;7.5;822;4506;0;0;0;Kartu Kredit;Pribadi;15400;21.65;0.155;0.529;0.176;0
CUST112332;41.0;Bekerja;22.7;33598;719;10.2;42;8681;0;0;0;Kartu Kredit;Pribadi;21100;15.69;0.258;0.628;0.209;1
CUST112333;43.0;Bekerja;2.7;101667;626;17.6;5950;42769;0;0;0;Kredit Berjalan;Renovasi Rumah;50000;11.11;0.421;0.492;0.164;0
CUST112334;18.0;Bekerja;0.0;15000;580;1.1;19;4124;1;1;2;Kredit Berjalan;Pribadi;6600;14.44;0.275;0.44;0.147;0
CUST112335;19.0;Bekerja;0.7;61355;561;1.6;267;15173;0;0;2;Pinjaman Pribadi;Renovasi Rumah;58700;16.41;0.247;0.957;0.319;0
CUST112336;31.0;Bekerja;4.0;48394;641;5.2;5122;15394;0;1;1;Kartu Kredit;Bisnis;16300;19.44;0.318;0.337;0.112;0
CUST112337;41.0;Bekerja;19.4;113661;612;10.9;7857;25891;0;1;0;Kartu Kredit;Pendidikan;70000;19.6;0.228;0.616;0.205;1
CUST112338;40.0;Wiraswasta;11.5;77397;723;7.0;5194;11189;0;0;0;Kartu Kredit;Bisnis;70000;17.2;0.145;0.904;0.301;1
CUST112339;40.0;Bekerja;10.1;17154;555;16.1;276;7843;0;0;0;Kartu Kredit;Pendidikan;4600;21.52;0.457;0.268;0.089;0
CUST112340;;Bekerja;11.1;50263;614;10.1;353;22614;0;0;0;Kartu Kredit;Renovasi Rumah;51300;19.61;0.45;1.021;0.34;0
CUST112341;31.0;Bekerja;4.9;22417;693;9.0;440;8583;0;0;0;Pinjaman Pribadi;Pribadi;34900;11.6;0.383;1.557;0.519;1
CUST112342;26.0;Mahasiswa;1.9;27621;658;3.1;625;7370;0;0;0;Kredit Berjalan;Pribadi;5400;9.89;0.267;0.196;0.065;1
CUST112343;44.0;Bekerja;1.9;79442;719;0.8;145;43385;0;0;0;Pinjaman Pribadi;Bisnis;72600;11.28;0.546;0.914;0.305;0
CUST112344;23.0;Bekerja;0.2;33034;571;0.4;15;9463;0;0;0;Kredit Berjalan;Bisnis;8200;14.19;0.286;0.248;0.083;0
CUST112345;45.0;Bekerja;2.2;50321;604;26.4;4213;24283;0;1;1;Kredit Berjalan;Pendidikan;13200;11.07;0.483;0.262;0.087;0
CUST112346;37.0;Bekerja;1.6;52153;560;14.9;2500;20258;0;1;0;Kredit Berjalan;Medis;17400;13.17;0.388;0.334;0.111;0
CUST112347;34.0;Wiraswasta;3.6;130436;610;9.2;10126;18548;0;1;0;Kartu Kredit;Medis;70000;19.05;0.142;0.537;0.179;1
CUST112348;27.0;Bekerja;3.7;60279;606;4.2;185;20377;0;1;0;Kartu Kredit;Pribadi;36200;19.84;0.338;0.601;0.2;1
CUST112349;18.0;Bekerja;0.0;15000;536;0.9;5;2087;0;0;1;Kartu Kredit;Pribadi;13900;21.1;0.139;0.927;0.309;0
CUST112350;27.0;Mahasiswa;0.8;44938;545;8.2;1759;18301;0;2;0;Pinjaman Pribadi;Pendidikan;7300;16.1;0.407;0.162;0.054;0
CUST112351;31.0;Wiraswasta;2.0;55379;659;2.5;239;13055;0;0;0;Kredit Berjalan;Konsolidasi Hutang;14300;9.2;0.236;0.258;0.086;1
CUST112352;18.0;Bekerja;0.0;27819;638;0.9;622;9113;0;2;0;Pinjaman Pribadi;Pribadi;3200;13.55;0.328;0.115;0.038;1
CUST112353;32.0;Bekerja;7.8;44283;628;3.1;109;8287;0;1;0;Kredit Berjalan;Pribadi;14700;12.45;0.187;0.332;0.111;1
CUST112354;46.0;Wiraswasta;6.3;79471;686;0.3;46;35519;0;0;0;Kartu Kredit;Pribadi;70000;17.99;0.447;0.881;0.294;1
CUST112355;41.0;Mahasiswa;0.7;15000;650;15.1;407;678;0;1;0;Pinjaman Pribadi;Pribadi;17300;12.79;0.045;1.153;0.384;0
CUST112356;29.0;Wiraswasta;2.5;32550;608;4.7;314;9329;0;1;0;Pinjaman Pribadi;Pribadi;46900;13.08;0.287;1.441;0.48;1
CUST112357;35.0;Bekerja;6.9;56375;659;1.4;256;965;0;0;0;Kartu Kredit;Pribadi;2500;17.68;0.017;0.044;0.015;1
CUST112358;28.0;Bekerja;9.7;51369;607;0.1;39;38918;0;0;0;Kartu Kredit;Konsolidasi Hutang;16000;20.22;0.758;0.311;0.104;0
CUST112359;36.0;Bekerja;17.5;117995;663;4.8;5646;18980;0;0;0;Pinjaman Pribadi;Pribadi;100000;11.47;0.161;0.847;0.282;1
CUST112360;;Bekerja;25.0;67527;612;28.8;11287;11291;0;1;0;Kartu Kredit;Pribadi;70000;19.24;0.167;1.037;0.346;1
CUST112361;46.0;Bekerja;6.6;52550;726;18.5;2492;21749;0;0;0;Pinjaman Pribadi;Pribadi;92800;9.83;0.414;1.766;0.589;1
CUST112362;41.0;Bekerja;19.6;26350;676;10.0;748;13982;0;1;0;Kredit Berjalan;Renovasi Rumah;5000;9.11;0.531;0.19;0.063;0
CUST112363;29.0;Bekerja;0.1;25803;586;3.2;3323;10052;0;1;0;Kredit Berjalan;Konsolidasi Hutang;6300;14.24;0.39;0.244;0.081;0
CUST112364;43.0;Bekerja;12.9;33016;734;14.3;136;9370;0;0;0;Pinjaman Pribadi;Pribadi;8600;10.52;0.284;0.26;0.087;1
CUST112365;18.0;Bekerja;0.0;27045;608;0.9;101;10454;0;2;0;Kartu Kredit;Bisnis;4000;19.87;0.387;0.148;0.049;0
CUST112366;31.0;Bekerja;5.4;26144;673;12.1;4113;6849;0;1;0;Pinjaman Pribadi;Bisnis;47100;12.24;0.262;1.802;0.601;1
CUST112367;42.0;Bekerja;5.9;32237;635;8.3;854;3949;0;0;0;Kredit Berjalan;Pribadi;14000;11.13;0.122;0.434;0.145;1
CUST112368;43.0;Wiraswasta;13.5;37760;637;9.4;1876;5143;0;0;0;Kartu Kredit;Pendidikan;25200;19.74;0.136;0.667;0.222;1
CUST112369;43.0;Wiraswasta;17.4;64265;696;19.6;25831;19484;0;0;0;Pinjaman Pribadi;Bisnis;6200;11.98;0.303;0.096;0.032;1
CUST112370;38.0;Bekerja;13.4;15000;732;16.8;2308;1605;0;1;0;Kredit Berjalan;Pribadi;8900;7.79;0.107;0.593;0.198;1
CUST112371;32.0;Wiraswasta;3.3;42744;509;12.1;2511;9255;0;0;0;Kartu Kredit;Konsolidasi Hutang;51500;22.3;0.217;1.205;0.402;0
CUST112372;41.0;Bekerja;2.9;42630;689;20.0;17707;18619;0;1;0;Pinjaman Pribadi;Renovasi Rumah;46300;11.9;0.437;1.086;0.362;1
CUST112373;23.0;Wiraswasta;1.0;35749;690;2.7;10959;3434;0;0;0;Kartu Kredit;Konsolidasi Hutang;8300;17.2;0.096;0.232;0.077;1
CUST112374;24.0;Bekerja;0.9;21998;641;0.6;98;2866;0;1;0;Pinjaman Pribadi;Renovasi Rumah;17500;13.91;0.13;0.796;0.265;0
CUST112375;35.0;Bekerja;16.3;103136;706;3.6;1734;12468;0;1;1;Pinjaman Pribadi;Pribadi;100000;10.92;0.121;0.97;0.323;1
CUST112376;37.0;Bekerja;7.0;30723;604;14.3;310;11745;0;2;0;Pinjaman Pribadi;Pribadi;47300;14.6;0.382;1.54;0.513;0
CUST112377;18.0;Bekerja;0.0;20755;650;1.7;49;2106;0;0;0;Pinjaman Pribadi;Medis;9000;11.45;0.101;0.434;0.145;1
CUST112378;40.0;Bekerja;12.7;88732;596;10.7;876;8885;1;4;0;Pinjaman Pribadi;Medis;15100;16.74;0.1;0.17;0.057;0
CUST112379;44.0;Wiraswasta;15.5;64544;730;22.1;1159;10036;0;0;0;Kartu Kredit;Konsolidasi Hutang;70000;16.33;0.155;1.085;0.362;1
CUST112380;34.0;Bekerja;14.6;35414;692;7.1;1463;3534;0;0;0;Kartu Kredit;Pendidikan;21300;18.62;0.1;0.601;0.2;1
CUST112381;63.0;Bekerja;39.7;18629;747;7.9;140;3678;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;6300;9.98;0.197;0.338;0.113;1
CUST112382;26.0;Wiraswasta;3.8;50122;569;3.7;122;25584;0;1;1;Pinjaman Pribadi;Konsolidasi Hutang;64300;16.01;0.51;1.283;0.428;0
CUST112383;30.0;Bekerja;5.4;46103;768;9.9;910;5553;0;1;0;Pinjaman Pribadi;Medis;25200;9.99;0.12;0.547;0.182;1
CUST112384;30.0;Bekerja;8.3;83501;511;0.6;30;17578;0;1;1;Pinjaman Pribadi;Pendidikan;67400;15.94;0.211;0.807;0.269;0
CUST112385;34.0;Bekerja;6.2;29436;615;3.8;764;9847;0;0;0;Kredit Berjalan;Medis;21400;11.1;0.335;0.727;0.242;1
CUST112386;31.0;Mahasiswa;1.3;18070;629;2.3;746;4298;0;2;0;Kartu Kredit;Pendidikan;1800;20.64;0.238;0.1;0.033;1
CUST112387;18.0;Bekerja;0.0;25303;637;0.6;42;6846;0;0;0;Kredit Berjalan;Medis;5500;12.24;0.271;0.217;0.072;1
CUST112388;28.0;Wiraswasta;1.1;74248;594;3.1;774;17591;1;3;1;Kartu Kredit;Konsolidasi Hutang;28000;21.09;0.237;0.377;0.126;0
CUST112389;33.0;Bekerja;13.0;37971;588;5.9;570;12473;1;1;0;Pinjaman Pribadi;Medis;15500;15.03;0.328;0.408;0.136;0
CUST112390;49.0;Bekerja;11.1;76268;580;11.3;4871;7924;0;2;0;Pinjaman Pribadi;Pribadi;100000;15.76;0.104;1.311;0.437;0
CUST112391;61.0;Bekerja;18.0;140278;751;29.5;52420;26176;0;0;0;Pinjaman Pribadi;Medis;16100;8.07;0.187;0.115;0.038;1
CUST112392;51.0;Bekerja;11.4;71471;718;19.9;365;1218;0;0;0;Kartu Kredit;Renovasi Rumah;31000;17.47;0.017;0.434;0.145;1
CUST112393;25.0;Wiraswasta;2.0;86494;569;5.1;414;57211;1;1;0;Kartu Kredit;Medis;21300;22.51;0.661;0.246;0.082;0
CUST112394;26.0;Bekerja;4.0;53700;640;7.7;450;13579;0;0;0;Pinjaman Pribadi;Bisnis;55500;14.36;0.253;1.034;0.345;0
CUST112395;33.0;Wiraswasta;7.3;139154;683;6.1;4339;47766;0;1;0;Kartu Kredit;Medis;70000;17.01;0.343;0.503;0.168;1
CUST112396;56.0;Bekerja;14.3;79484;582;21.0;1535;10480;0;0;0;Kartu Kredit;Konsolidasi Hutang;58600;21.18;0.132;0.737;0.246;0
CUST112397;33.0;Bekerja;3.4;27732;674;13.6;17;6893;0;2;0;Pinjaman Pribadi;Konsolidasi Hutang;24300;12.01;0.249;0.876;0.292;0
CUST112398;19.0;Bekerja;0.4;43447;574;0.1;2;9130;0;0;0;Kredit Berjalan;Pendidikan;15800;13.9;0.21;0.364;0.121;0
CUST112399;28.0;Wiraswasta;2.6;157784;657;8.8;1177;19506;0;0;0;Kartu Kredit;Pendidikan;56800;18.23;0.124;0.36;0.12;1
CUST112400;44.0;Bekerja;14.8;38784;605;2.0;19;11690;0;1;0;Pinjaman Pribadi;Pendidikan;72000;13.83;0.301;1.856;0.619;1
CUST112401;43.0;Bekerja;18.2;59891;624;4.9;6446;25669;0;0;0;Kartu Kredit;Medis;34800;19.87;0.429;0.581;0.194;1
CUST112402;32.0;Bekerja;10.0;52103;546;13.4;23545;16840;0;0;1;Pinjaman Pribadi;Bisnis;66700;15.08;0.323;1.28;0.427;0
CUST112403;43.0;Bekerja;22.3;60091;713;20.2;1199;12254;0;1;0;Pinjaman Pribadi;Pendidikan;100000;10.36;0.204;1.664;0.555;1
CUST112404;18.0;Bekerja;0.0;33828;568;0.4;48;15054;0;1;0;Pinjaman Pribadi;Renovasi Rumah;4100;15.76;0.445;0.121;0.04;0
CUST112405;36.0;Bekerja;9.1;27445;681;13.5;1070;12965;0;0;0;Kartu Kredit;Renovasi Rumah;11600;17.56;0.472;0.423;0.141;1
CUST112406;45.0;Bekerja;16.9;82092;602;12.1;1949;18935;0;3;0;Pinjaman Pribadi;Bisnis;29900;14.77;0.231;0.364;0.121;0
CUST112407;25.0;Wiraswasta;2.0;152800;676;2.7;1191;37366;0;0;0;Pinjaman Pribadi;Renovasi Rumah;3500;12.15;0.245;0.023;0.008;1
CUST112408;24.0;Mahasiswa;1.3;15431;546;0.5;5;4603;0;0;0;Pinjaman Pribadi;Pribadi;22500;16.59;0.298;1.458;0.486;0
CUST112409;18.0;Bekerja;0.0;15676;716;1.1;50;4318;0;0;0;Kredit Berjalan;Pendidikan;9500;7.58;0.275;0.606;0.202;1
CUST112410;54.0;Wiraswasta;3.7;81911;741;3.5;183;40984;0;1;0;Kartu Kredit;Pribadi;70000;16.77;0.5;0.855;0.285;0
CUST112411;26.0;Bekerja;3.0;39057;590;1.9;247;3142;0;0;0;Kartu Kredit;Renovasi Rumah;24000;22.88;0.08;0.614;0.205;0
CUST112412;37.0;Mahasiswa;1.0;24020;729;0.2;2;9554;0;0;0;Pinjaman Pribadi;Renovasi Rumah;39800;9.99;0.398;1.657;0.552;0
CUST112413;42.0;Bekerja;12.6;50320;517;6.8;3085;14313;0;0;0;Kredit Berjalan;Pribadi;22400;14.7;0.284;0.445;0.148;1
CUST112414;53.0;Bekerja;0.4;51763;653;12.4;564;26443;0;0;0;Kredit Berjalan;Pendidikan;7900;10.95;0.511;0.153;0.051;1
CUST112415;33.0;Wiraswasta;6.8;104233;598;3.9;326;29716;0;1;0;Kartu Kredit;Pendidikan;16200;22.75;0.285;0.155;0.052;1
CUST112416;28.0;Wiraswasta;4.5;34592;605;7.7;748;10697;0;3;0;Kartu Kredit;Pendidikan;11300;20.45;0.309;0.327;0.109;0
CUST112417;37.0;Bekerja;7.4;29607;573;12.0;2366;18746;0;0;0;Pinjaman Pribadi;Medis;44200;15.93;0.633;1.493;0.498;0
CUST112418;50.0;Wiraswasta;25.7;42029;716;15.9;2380;15454;0;0;0;Kartu Kredit;Bisnis;21600;15.85;0.368;0.514;0.171;1
CUST112419;32.0;Bekerja;9.5;51123;701;3.2;239;19363;0;0;0;Pinjaman Pribadi;Pribadi;50900;10.65;0.379;0.996;0.332;1
CUST112420;23.0;Wiraswasta;1.0;78451;726;3.1;557;10830;0;0;0;Kartu Kredit;Renovasi Rumah;23000;15.65;0.138;0.293;0.098;1
CUST112421;18.0;Bekerja;0.0;48718;689;1.5;655;31720;0;0;0;Pinjaman Pribadi;Bisnis;30500;12.87;0.651;0.626;0.209;0
CUST112422;20.0;Bekerja;2.0;16845;622;0.5;89;466;0;2;0;Pinjaman Pribadi;Pribadi;2900;13.93;0.028;0.172;0.057;0
CUST112423;45.0;Wiraswasta;11.2;15952;634;1.6;10;7957;0;0;0;Kartu Kredit;Medis;9700;20.27;0.499;0.608;0.203;0
CUST112424;31.0;Bekerja;0.5;19442;675;2.6;60;5226;0;0;1;Kartu Kredit;Pendidikan;10100;17.08;0.269;0.519;0.173;1
CUST112425;27.0;Bekerja;0.7;18500;663;3.7;49;4148;0;0;0;Kartu Kredit;Pendidikan;15800;17.53;0.224;0.854;0.285;1
CUST112426;26.0;Bekerja;2.7;16530;617;0.1;161;1605;0;1;0;Pinjaman Pribadi;Medis;13600;13.06;0.097;0.823;0.274;0
CUST112427;36.0;Wiraswasta;1.5;48624;719;12.4;297;4551;0;0;0;Kredit Berjalan;Renovasi Rumah;8500;8.28;0.094;0.175;0.058;1
CUST112428;32.0;Bekerja;2.4;33843;694;4.8;172;10620;0;1;0;Kredit Berjalan;Pendidikan;19700;9.27;0.314;0.582;0.194;1
CUST112429;31.0;Bekerja;8.8;95132;507;9.2;6729;26057;0;1;0;Kartu Kredit;Pribadi;49100;22.18;0.274;0.516;0.172;1
CUST112430;51.0;Wiraswasta;10.6;29902;738;2.3;18;16529;0;0;0;Pinjaman Pribadi;Pribadi;2100;11.35;0.553;0.07;0.023;0
CUST112431;53.0;Wiraswasta;12.9;62786;739;2.4;81;14195;0;1;0;Kartu Kredit;Bisnis;60100;16.99;0.226;0.957;0.319;1
CUST112432;18.0;Bekerja;0.0;16995;543;0.1;0;3176;1;0;0;Kredit Berjalan;Renovasi Rumah;5000;14.68;0.187;0.294;0.098;0
CUST112433;38.0;Mahasiswa;1.3;15000;604;4.7;3357;5442;0;0;0;Pinjaman Pribadi;Pendidikan;2800;13.36;0.363;0.187;0.062;1
CUST112434;25.0;Bekerja;2.0;73619;693;5.3;552;2984;0;0;0;Kartu Kredit;Medis;4200;17.2;0.041;0.057;0.019;1
CUST112435;32.0;Wiraswasta;4.1;29726;704;8.1;1378;9352;0;0;0;Kartu Kredit;Pendidikan;18800;16.19;0.315;0.632;0.211;1
CUST112436;38.0;Bekerja;18.9;42099;605;16.3;258;5873;0;2;0;Kartu Kredit;Pribadi;22900;20.45;0.14;0.544;0.181;1
CUST112437;32.0;Wiraswasta;5.0;94209;685;4.0;600;43658;0;1;0;Kredit Berjalan;Pendidikan;29900;9.53;0.463;0.317;0.106;1
CUST112438;37.0;Bekerja;8.3;35236;510;2.2;52;4974;0;1;0;Pinjaman Pribadi;Renovasi Rumah;27800;15.59;0.141;0.789;0.263;0
CUST112439;43.0;Bekerja;6.9;23003;578;24.9;1089;3874;0;1;0;Kartu Kredit;Renovasi Rumah;26400;22.93;0.168;1.148;0.383;0
CUST112440;38.0;Bekerja;6.4;87638;627;1.7;33;17843;0;2;0;Kartu Kredit;Medis;70000;19.31;0.204;0.799;0.266;0
CUST112441;27.0;Bekerja;6.8;23560;668;5.6;1574;2877;1;1;0;Kredit Berjalan;Konsolidasi Hutang;14700;10.45;0.122;0.624;0.208;0
CUST112442;27.0;Bekerja;7.3;42541;532;3.5;290;7634;0;1;0;Pinjaman Pribadi;Renovasi Rumah;38700;15.58;0.179;0.91;0.303;0
CUST112443;18.0;Bekerja;0.0;20589;572;0.8;29;2880;0;3;0;Pinjaman Pribadi;Pribadi;17700;16.83;0.14;0.86;0.287;0
CUST112444;24.0;Wiraswasta;1.9;75655;612;4.6;2536;6366;0;0;0;Kredit Berjalan;Pendidikan;50000;11.38;0.084;0.661;0.22;1
CUST112445;58.0;Wiraswasta;10.2;79102;684;1.2;361;48592;0;0;0;Kartu Kredit;Pribadi;70000;18.46;0.614;0.885;0.295;0
CUST112446;25.0;Bekerja;5.0;39738;701;4.3;371;3245;0;0;0;Kartu Kredit;Pribadi;46000;16.25;0.082;1.158;0.386;1
CUST112447;20.0;Bekerja;1.2;32226;598;0.5;12;4602;0;0;1;Pinjaman Pribadi;Bisnis;55300;16.17;0.143;1.716;0.572;0
CUST112448;38.0;Wiraswasta;1.4;29779;638;9.2;2657;3820;0;0;0;Kartu Kredit;Renovasi Rumah;26600;20.99;0.128;0.893;0.298;1
CUST112449;33.0;Bekerja;12.9;22166;583;10.5;3900;6301;0;2;0;Pinjaman Pribadi;Pribadi;24500;15.05;0.284;1.105;0.368;0
